ID,Fuente,URL,Fecha,Pais,Polaridad,Aspecto_Clave,Senal_Fraude,Texto_del_Comentario_resumido
C011,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2025-09-03,Colombia,Negativo,Plataforma_Tecnica,Ninguna,Opina que la app es muy mala porque no se conecta facilmente con Shopify y debe mejorar.
C012,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2024-01-28,Colombia,Negativo,Plataforma_Tecnica,Ninguna,No puede ingresar a la aplicacion: la pantalla queda en blanco y no carga.
C013,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2026-06-17,Ecuador,Negativo,Plataforma_Tecnica,Ninguna,Intenta integrar un producto de otro proveedor mas economico y la app no lo permite tras multiples intentos lo que atrasa su publicacion.
C014,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2026-06-25,Colombia,Negativo,Plataforma_Tecnica,Ninguna,Lleva cinco dias con la aplicacion cargando sin funcionar y no encuentra forma de contactar al desarrollador.
C015,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2026-02-11,Estados Unidos,Negativo,Plataforma_Tecnica,Ninguna,Critica que la app este solo en espanol y orientada al mercado colombiano por lo que le resulta inutil.
C016,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2026-05-11,Colombia,Positivo,Servicio_Acompanamiento,Ninguna,"Destaca que la plataforma esta a la vanguardia y responde a necesidades reales del ecommerce, cuenta con asesora exclusiva y el acompanamiento le parece excelente por lo que la recomienda para escalar de forma profesional."
C017,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2026-05-19,Colombia,Positivo,Logistica_Transportadoras,Ninguna,Valora la buena gestion del envio de los paquetes.
C018,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2026-05-01,Colombia,Positivo,Plataforma_Tecnica,Ninguna,Considera la plataforma excelente aunque advierte que hay que saber usarla.
C019,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2026-02-03,Chile,Negativo,Plataforma_Tecnica,Ninguna,Aunque deja calificacion alta reporta que los pedidos de Shopify no pasan a la plataforma por un error de acceso denegado y reinstalar no lo soluciona.
C020,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2026-01-30,Estados Unidos,Neutro,Plataforma_Tecnica,Ninguna,Senala que los productos con muchas variantes no se visualizan en la seccion de informacion sincronizada y pide una alternativa.
C021,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2025-09-04,Colombia,Positivo,Servicio_Acompanamiento,Ninguna,Opina que es la mejor plataforma en constante crecimiento y con trato calido del equipo.
C022,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2025-09-02,Colombia,Positivo,Plataforma_Tecnica,Ninguna,Expresa entusiasmo maximo: considera a la plataforma la mejor de dropshipping.
C023,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2025-09-02,Colombia,Positivo,Plataforma_Tecnica,Ninguna,Afirma que en Colombia la plataforma funciona de forma excelente.
C024,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2025-09-03,Colombia,Positivo,Plataforma_Tecnica,Ninguna,ReseÃ±a breve calificando la app como excelente.
C025,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2025-09-03,Colombia,Positivo,Plataforma_Tecnica,Ninguna,Describe la plataforma como su gran aliado de negocio.
C026,Trustpilot dropi.co,https://es.trustpilot.com/review/dropi.co,2026,Colombia,Negativo,Proveedores_Confiabilidad,Proveedor_estafador,"Critica que no hay filtros para registrar proveedores y por eso no confiaria en la plataforma, los telefonos y correos publicados no funcionan y uno de los proveedores estafo con un producto solicitado."
C027,Trustpilot dropi.co,https://es.trustpilot.com/review/dropi.co,2026,Colombia,Negativo,Estafas_Retencion,Retencion_de_fondos,"Califica el servicio como estafa total: le retienen 9.7 millones de pesos y le ponen trabas para retirar, lleva seis dias intentando comunicarse sin respuesta y anuncia denuncia."
C028,Trustpilot dropi.co,https://es.trustpilot.com/review/dropi.co,2026,Colombia,Positivo,Rentabilidad_Aprendizaje,Ninguna,"Se declara nuevo en el modelo, ha obtenido ventas y agradece a la plataforma porque ha aprendido bastante con ella."
C029,Trustpilot dropi.co,https://es.trustpilot.com/review/dropi.co,2026,Colombia,Neutro,Plataforma_Tecnica,Ninguna,Opinion mixta: la plataforma es facil de entender y tiene buenas herramientas pero falla en la demora de actualizacion de estados y en la coordinacion con transportadoras.
C030,Shopify App Store (Dropi PRO),https://apps.shopify.com/dropi-pro,2025-03-17,No indicado,Negativo,Estafas_Retencion,Novedad_de_entrega_falsa,"Afirma sentirse robado: confirma pedidos para envio y dias despues aparecen incidencias de reparto fallido, al contactar a sus clientes estos indican que nunca fueron visitados ni contactados."
C031,Shopify App Store (AutoDS),https://apps.shopify.com/reviews/1465217,2024-07-12,Mexico,Positivo,Rentabilidad_Aprendizaje,Ninguna,Reporta muy buena experiencia con la herramienta y dice que da confianza de poder generar buenos ingresos con dropshipping.
C032,Shopify Community (foro es),https://community.shopify.com/t/proveedores-dropshipping/137810,s.f.,Colombia,Neutro,Logistica_Transportadoras,Ninguna,"Emprendedor pregunta que apps recomiendan para dropshipping en Colombia con pago contra entrega y envio maximo de cinco dias habiles, la respuesta oficial confirma que no existe una app enfocada al mercado colombiano."
C033,Shopify Community (foro es),https://community.shopify.com/t/tiendas-en-colombia/259,s.f.,Colombia,Neutro,Comunidad_Ecosistema,Ninguna,Comerciante con tienda de seis meses propone crear una comunidad local para intercambiar opiniones resultados problemas y mejoras entre tiendas colombianas.
C034,Shopify Community (foro es),https://community.shopify.com/t/tienda-en-arg/105100,s.f.,Argentina,Neutro,Rentabilidad_Aprendizaje,Ninguna,Emprendedor con poco capital duda si vale la pena montar la tienda: planea cubrir gastos de plataforma y publicidad con las mismas ganancias y pide mentoria.
C035,Shopify App Store (Mastershop),https://apps.shopify.com/reviews/1756275,2025-06-05,Estados Unidos,Positivo,Servicio_Acompanamiento,Ninguna,Tras probar Triidy Effi Dropi y Rockefy considera a Mastershop la mejor opcion del mercado colombiano: interfaz intuitiva atencion al cliente excepcional con respuestas rapidas y compromiso de mejora continua.
C036,Shopify App Store (Mastershop),https://apps.shopify.com/mastershop,s.f.,No indicado,Positivo,Logistica_Transportadoras,Ninguna,Destaca la innovacion constante y la estabilidad de la plataforma que mejoro considerablemente la logistica de su tienda por lo que la recomienda totalmente.
C037,Tiendanube App Store (Mastershop),https://www.tiendanube.com/co/tienda-aplicaciones-nube/mastershop,s.f.,No indicado,Negativo,Plataforma_Tecnica,Ninguna,Reporta que cuando se eliminan o cancelan pedidos en Tiendanube la plataforma duplica la venta que posiblemente ya este entregada y no actualiza la informacion.
C038,Tiendanube App Store (Mastershop),https://www.tiendanube.com/co/tienda-aplicaciones-nube/mastershop,s.f.,No indicado,Neutro,Plataforma_Tecnica,Ninguna,Le gusta la herramienta pero pide que agreguen una opcion para subir los pedidos manualmente con un boton.
C039,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com?page=5,2025,Colombia,Negativo,Logistica_Transportadoras,Ninguna,Advierte no enviar nada por esta transportadora: la califica de irresponsable porque cuando los paquetes se demoran no resuelven ni responden por nada.
C040,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com?page=8,2024-11-21,Colombia,Negativo,Garantias_Devoluciones,Ninguna,"Envio un producto sellado y en perfecto estado que llego con el empaque destruido y piezas faltantes, la PQRS fue respondida con una carta de tres hojas eximiendo de toda responsabilidad a la empresa."
C041,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com?page=8,2024-12-11,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"La guia prometia entrega el 6 de diciembre y cinco dias despues no habia noticias, tras media hora de espera telefonica una empleada lo remitio a llenar un formulario web de reclamacion."
C042,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com?page=7,2024,Colombia,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,Denuncia que la transportadora registra supuestas entregas fallidas usando como excusa que la direccion esta errada sin ser cierto y no cumple los tiempos prometidos.
C043,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com?page=3,2025,Colombia,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,"Tres intentos de entrega fallidos consecutivos con excusas como direccion no valida o zona de dificil acceso pese a ser zona urbana de Bogota, marcaron no entregado sin llamar y como solucion le ofrecieron recoger el mismo el paquete, el sistema de quejas de la web estaba roto."
C044,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com?page=11,2023,Colombia,Negativo,Estafas_Retencion,Suplantacion_de_transportadora_cobro_anticipado,Denuncia estafa con robo de datos personales: le exigen depositar dinero por adelantado para poder recibir su paquete y la empresa no tiene linea de atencion para denunciar.
C045,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com?page=11,2023,Colombia,Positivo,Logistica_Transportadoras,Ninguna,Reporta muy buena experiencia: un envio de San Gil a Barranquilla llego en menos de dos dias mientras que con otra transportadora un envio similar tardo una semana.
C046,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com?page=11,2023,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Un pedido entre Medellin y Rionegro a cuarenta minutos de distancia llevaba siete dias sin llegar, recomienda a los emprendimientos usar otras transportadoras."
C047,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com?page=7,2024,Colombia,Negativo,Logistica_Transportadoras,Ninguna,Vendedor advierte a otros comercios que la pesima experiencia de entrega hace que el cliente final no quiera volver a comprar aunque la culpa no sea de la tienda que vende.
C048,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com?page=2,2025,Colombia,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,"Denuncia que la transportadora entrega la mercancia a terceros para el reparto final y estos no la entregan, percibe que practicamente se roban las cosas sin que nadie responda."
C049,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com?page=9,2024,Colombia,Negativo,Logistica_Transportadoras,Ninguna,Se queja de que los paquetes permanecen hasta una semana retenidos en un mismo punto y recomienda usar a la competencia.
C050,Shopify App Store (Coordinadora),https://apps.shopify.com/coordinadora-1/reviews,s.f.,Colombia,Positivo,Plataforma_Tecnica,Ninguna,Valora la app de la transportadora como muy util para manejar despachos porque actualiza automaticamente los estados de los envios pedido a pedido sin vigilar la trazabilidad manualmente.
C051,Shopify App Store (Coordinadora),https://apps.shopify.com/coordinadora-1/reviews,s.f.,Colombia,Neutro,Plataforma_Tecnica,Ninguna,Observa que al traer los pedidos desde Shopify no se puede editar la direccion ni agregar observaciones para que salgan impresas en la guia.
C052,Shopify App Store (Coordinadora),https://apps.shopify.com/coordinadora-1/reviews,s.f.,Colombia,Positivo,Plataforma_Tecnica,Ninguna,Considera que la transportadora y Shopify son la mejor solucion para tiendas de comercio electronico en Colombia porque la app facilita y mejora los procesos.
C053,ColombiaRastreo (Coordinadora),https://colombiarastreo.com/reviews/coordinadora?page=4,s.f.,Colombia,Negativo,Logistica_Transportadoras,Ninguna,Se queja de que dejan los pedidos en la porteria en lugar del domicilio indicado pese a cobrar el trayecto completo y anuncia queja formal ante la superintendencia.
C054,Trustpilot (Coordinadora USA),https://www.trustpilot.com/review/www.coordinadorausa.com,2026,Colombia,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,"Comprador de Amazon relata que la transportadora afirmo no encontrar su direccion y en vez de llamar simplemente se fue, como solucion le exigieron cambiar la direccion de entrega a otra poblacion."
C055,Trustpilot (Servientrega),https://es.trustpilot.com/review/servientrega.com?page=5,2025,Colombia,Negativo,Garantias_Devoluciones,Perdida_de_mercancia,"Los dos ultimos envios llegaron demorados y saqueados, uno llego reembalado y danado, al reclamar recibio groserias y la respuesta formal pidio una prorroga de quince dias habiles adicionales."
C056,Trustpilot (Servientrega),https://es.trustpilot.com/review/servientrega.com?page=9,2024,Colombia,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,Anuncia queja ante la SIC por paquetes perdidos que nadie resuelve y critica que la empresa contrata personal irresponsable sin asumir la responsabilidad.
C057,Trustpilot dropi.co,https://es.trustpilot.com/review/dropi.co?page=2,2025,Colombia,Negativo,Proveedores_Confiabilidad,Proveedor_estafador,"Vendedor reporta que los productos de un proveedor resultaron falsos y totalmente distintos a las fotos, reconoce que la logistica de la plataforma es buena pero exige que verifiquen que los productos publicados sean reales porque los compradores pierden confianza y el dropshipper pierde parte de su inversion."
C058,Trustpilot dropi.co,https://es.trustpilot.com/review/dropi.co?page=3,2025,Colombia,Positivo,Logistica_Transportadoras,Ninguna,Valora la logistica como lo mejor de la plataforma aunque considera que puede mejorar el desempeno con la transportadora que usan.
C059,Trustpilot dropi.co,https://es.trustpilot.com/review/dropi.co?page=2,2025,Colombia,Neutro,Servicio_Acompanamiento,Ninguna,"Opinion mixta: la considera un aliado logistico intuitivo y facil de usar pero critica el servicio al cliente por lento, tuvo un problema de acceso a su cuenta sin respuesta oportuna y propone un panel de quejas sobre proveedores porque estos pueden incumplir tiempos de despacho sin consecuencias."
C060,Trustpilot dropi.co,https://es.trustpilot.com/review/dropi.co?page=3,2025,Colombia,Positivo,Rentabilidad_Aprendizaje,Ninguna,Describe la plataforma como un espacio de crecimiento formacion y rentabilidad y agradece la dedicacion del equipo.
C061,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com,2026,Colombia,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,Denuncia que entregaron documentos importantes en otra casa y que la empresa no responde por el error.
C062,Trustpilot (Interrapidisimo),https://es.trustpilot.com/review/interrapidisimo.com,2026,Colombia,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,"Relata que la transportadora afirmo que el mensajero visito la direccion y no lo recibieron cuando nunca fueron, que llamaron tres veces al telefono registrado cuando nunca llamaron, y que harian un intento adicional que tampoco ocurrio antes de devolver el paquete."
C063,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/reviews/1868232,2025-09-06,Colombia,Neutro,Servicio_Acompanamiento,Ninguna,Considera la plataforma excelente y muy completa pero senala que falta mejorar la atencion al cliente porque parece haber poco personal.
C064,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2026-04-28,Colombia,Neutro,Proveedores_Confiabilidad,Ninguna,Considera la herramienta buena para empezar un negocio pero pide a la plataforma mayor rigurosidad con los proveedores porque percibe mucho descuido de parte de ellos.
C065,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews,2026-06-22,Colombia,Negativo,Rentabilidad_Aprendizaje,Ninguna,"Critica que la plataforma gana mucho dinero con la comision por pedido, propone alianzas con transportadoras para no cobrar las devoluciones al vendedor y exige verificar que las unidades que publican los proveedores existan realmente."
C066,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews?page=2,2025-09-03,Colombia,Negativo,Garantias_Devoluciones,Ninguna,"Reconoce el potencial de la plataforma pero denuncia que el tiempo de respuesta del soporte es pesimo o inexistente y que el vendedor siempre asume los costos de devoluciones y perdidas por logistica, concluye que la plataforma invalida la posibilidad de tener garantias y el usuario esta siempre expuesto a perder."
C067,Shopify App Store (Dropify/Dropi),https://apps.shopify.com/dropify-5/reviews?page=2,2024-10-19,Colombia,Neutro,Servicio_Acompanamiento,Ninguna,Califica la app como funcional pero percibe que esta abandonada: cuando encuentra un error el soporte deja mucho que desear porque lo dejan en visto y le cierran el chat.
C068,Trustpilot,https://es.trustpilot.com/review/wompi.co,s.f.,Colombia,Negativo,Rendimiento_App,Ninguna,"Comercio denuncia una tasa de rechazo de transacciones muy alta comparada con otras pasarelas, motivos de rechazo genÃ©ricos que no explican la causa real, y un soporte por WhatsApp basado en un bot que pide los mismos datos repetidamente sin resolver, por lo que desaconseja totalmente usar Wompi."
C069,Shopify App Store (Bold),https://apps.shopify.com/bold-1,2025-03-14,Colombia,Positivo,Rendimiento_App,Ninguna,"Usuario califica a Bold como una excelente pasarela de pagos por sus tarifas competitivas y porque desembolsa al dÃ­a siguiente, a diferencia de otras que tardan 15 dÃ­as, resaltando que la plataforma es sencilla de usar."
C070,Shopify App Store (Bold),https://apps.shopify.com/bold-1,2025-03-14,Colombia,Positivo,Rendimiento_App,Ninguna,"Otro comercio colombiano califica la app de Bold como ""lo mÃ¡ximo"" y afirma que le ha ido muy bien, recomendÃ¡ndola totalmente."
C071,Trustpilot,https://es.trustpilot.com/review/epayco.co,s.f.,Colombia,Negativo,Retencion_Fondos,Ninguna,"Comercio afirma que ePayco es pÃ©simo porque antes de acreditar los pagos llaman al comprador a hacer un interrogatorio en lugar de tener sistemas antifraude con acreditaciÃ³n inmediata como la competencia, lo que le hizo perder dinero y clientes."
C072,Trustpilot,https://es.trustpilot.com/review/epayco.co,s.f.,Colombia,Negativo,Soporte_Mala_Atencion,Ninguna,"Usuario califica el servicio de ePayco como pÃ©simo, poco profesional y que hace perder el tiempo, seÃ±alando que la empresa vive de las ventas del comercio pero brinda mal servicio."
C073,G2,https://www.g2.com/es/products/epayco-suscripciones/reviews,s.f.,Colombia,Negativo,Retencion_Fondos,Ninguna,"Usuario valora la funcionalidad de ePayco Suscripciones para compras recurrentes pero seÃ±ala que el tiempo de desembolso es muy largo frente a otros proveedores, limitado a solo 4 retiros gratuitos al mes."
C074,GetApp,https://www.getapp.com.co/software/2060990/epayco,s.f.,Colombia,Positivo,Rendimiento_App,Ninguna,"Usuario destaca que los pagos con ePayco se realizan de forma rÃ¡pida y segura, sin fallas frecuentes, y que el soporte responde con rapidez cuando se presenta algÃºn inconveniente."
C075,Trustpilot,https://es.trustpilot.com/review/mercadopago.com?page=3,s.f.,Ecuador,Negativo,Retencion_Fondos,Ninguna,Usuario en Ecuador seÃ±ala que Mercado Pago es bueno para cobrar pero muy lento y da largas para liberar el efectivo hacia el vendedor.
C076,Trustpilot,https://www.trustpilot.com/review/tcc.com.co,2025-12-18,Colombia,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,"Cliente relata que una caja enviada desde Estados Unidos a BogotÃ¡ llegÃ³ completamente saqueada pese a que TCC aseguraba haberla entregado sellada, y que tras mÃ¡s de 2 horas en la oficina de BogotÃ¡ no encontrÃ³ a ningÃºn supervisor ni logrÃ³ que le contestaran."
C077,Trustpilot,https://www.trustpilot.com/review/tcc.com.co,2025-09-06,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"ReseÃ±a breve pero contundente titulada ""TCC incumple"" en la que el usuario afirma que el incumplimiento de la seguridad deberÃ­a ser el lema de la empresa."
C078,Trustpilot,https://es.trustpilot.com/review/www.4-72.com.co,s.f.,Colombia,Negativo,Garantias_Devoluciones,Ninguna,"Usuario denuncia que 4-72 es demasiado demorado y su servicio al cliente pÃ©simo, seÃ±alando que hay que enviar mÃºltiples quejas por correo para que actÃºen y que pueden guardar un paquete durante meses sin dar respuestas concretas."
C079,Trustpilot,https://es.trustpilot.com/review/www.4-72.com.co,s.f.,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Cliente relata que su encomienda internacional llegÃ³ a Colombia el 12 de diciembre de 2024 y permaneciÃ³ marcada ""en reparto"" desde el 3 de enero de 2025 sin que nadie diera razÃ³n despuÃ©s de pagar los impuestos correspondientes."
C080,Trustpilot,https://es.trustpilot.com/review/www.4-72.com.co,s.f.,Colombia,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,"Usuario denuncia que le notificaron una ""direcciÃ³n errada"" para una carta que sÃ­ le habÃ­a llegado antes sin problema, acusando a la empresa de inventar direcciones erradas para trabar las entregas."
C081,Trustpilot,https://es.trustpilot.com/review/www.coordinadorausa.com,s.f.,Colombia,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,"Usuario de Coordinadora USA en Colombia afirma que antes el servicio era bueno pero que ahora estÃ¡n perdiendo paquetes y tardan en responder, seÃ±alando que tuvo que abrir una disputa por PayPal para intentar recuperar su dinero."
C082,Trustpilot,https://es.trustpilot.com/review/interrapidisimo.com?page=10,s.f.,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Cliente denuncia llevar varios dÃ­as esperando un envÃ­o urgente sin que llegue, que llamar a la empresa es inÃºtil porque casi no contestan y que cuando lo hacen la atenciÃ³n es pÃ©sima sin dar soluciones reales."
C083,Trustpilot,https://es.trustpilot.com/review/interrapidisimo.com?page=10,s.f.,Colombia,Negativo,Garantias_Devoluciones,Ninguna,"Otro usuario relata que en una devoluciÃ³n no le avisaron ni preguntaron nada, que la enviaron con una guÃ­a distinta, que las cajas llegaron rotas y que la empresa culpa al remitente sin responder por los daÃ±os."
C084,Trustpilot,https://es.trustpilot.com/review/dropi.co,s.f.,Colombia,Negativo,Proveedores_Confiabilidad,Proveedor_estafador,"Usuario denuncia que Dropi no filtra adecuadamente a las personas que se registran como proveedores, que los datos de contacto registrados no sirven, y que uno de los proveedores lo estafÃ³ con un producto solicitado."
C085,Trustpilot,https://es.trustpilot.com/review/dropi.co,s.f.,Colombia,Negativo,Retencion_Fondos,Retencion_de_fondos,"Vendedor afirma que Dropi le tiene retenidos 9.700.000 pesos colombianos, que pone trabas para poder retirar el dinero y que lleva 6 dÃ­as sin lograr que le respondan, evaluando hacer una denuncia formal."
C086,Trustpilot,https://es.trustpilot.com/review/dropi.co,s.f.,Ecuador,Negativo,Retencion_Fondos,Ninguna,"Proveedor en Ecuador se queja de que Dropi le descuenta hasta el 12% de comisiÃ³n cuando antes cobraba 5 dÃ³lares, afectando la rentabilidad tanto de proveedores como de dropshippers."
C087,Trustpilot,https://es.trustpilot.com/review/dropi.co?page=2,s.f.,Colombia,Neutro,Rendimiento_App,Ninguna,"Usuario reconoce que Dropi es una plataforma 100% gratuita con fallas normales de tecnologÃ­a, pero se declara agradecido porque le ayudÃ³ mucho a iniciar su negocio."
C088,Trustpilot,https://es.trustpilot.com/review/dropi.co?page=4,s.f.,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"ReseÃ±a seÃ±ala que el tema logÃ­stico es negativo por muchas novedades falsas de los operadores, que el CAS de soporte es inconsistente y que las garantÃ­as de Dropi tardan hasta un aÃ±o en resolverse, con falta de control sobre proveedores que despachan cuando quieren."
C089,Trustpilot,https://es.trustpilot.com/review/dropi.co?page=4,s.f.,Colombia,Negativo,Retencion_Fondos,Retencion_de_fondos,"Usuario denuncia que le robaron un reembolso de su Dropi Card y que varios productos enviados nunca aparecieron, calificando a la Dropi Card como ""una estafa""."
C090,Trustpilot,https://es.trustpilot.com/review/dropi.com,s.f.,Colombia,Negativo,Estafas_Retencion,Cobro_de_servicio_no_prestado,"Comercio relata que al hacer un pedido la plataforma cobrÃ³ el producto y el envÃ­o pero nunca hubo entrega real, quedando como ""domicilio no encontrado"" pese a que el cliente asegura que nunca fue contactado, perdiendo el valor del envÃ­o y las comisiones de la pasarela."
C091,Shopify App Store (Rocketfy),https://apps.shopify.com/rocketfy-1/reviews,2024-10-15,Colombia,Positivo,Rendimiento_App,Ninguna,"Comercio colombiano de dropshipping califica la app de Rocketfy como muy completa y prÃ¡ctica, recomendÃ¡ndola para quienes hacen dropshipping en el paÃ­s."
C092,Shopify App Store (Rocketfy),https://apps.shopify.com/rocketfy-1/reviews,2024-10-15,Colombia,Positivo,Servicio_Acompanamiento,Ninguna,"Otro comercio recomienda trabajar con Rocketfy afirmando que ""son los mejores""."
C093,Shopify App Store (Rocketfy),https://apps.shopify.com/rocketfy-1/reviews,2024-06-18,Colombia,Positivo,Rendimiento_App,Ninguna,"Tienda colombiana califica su experiencia con Rocketfy simplemente como ""Buena"" tras dos meses usando la aplicaciÃ³n."
C094,Taranker (resumen reseÃ±as Shopify),https://taranker.com/shopify-rocketfy-1-app-customer-reviews,s.f.,Colombia,Negativo,Plataforma_Tecnica,Ninguna,"Un comerciante seÃ±ala que Rocketfy falla mucho al sincronizar pedidos, dejando muchos de ellos marcados como ""solicitud denegada"" sin sincronizarse correctamente."
C095,TuQuejaSuma,https://tuquejasuma.com/servientregas/reclamos/servientrega-no-entrega,s.f.,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Compradora de Mercado Libre relata que su vestido enviado desde Barranquilla llegÃ³ a la bodega de Servientrega en BogotÃ¡ pero no se lo han entregado despuÃ©s de 15 dÃ­as, y que el chat de atenciÃ³n solo responde con un bot que no ayuda."
